-148.204652,-4.199916,109.343065
-140.394627,-24.664159,77.944721
-127.639031,-4.028268,77.563686
-150.043786,-5.749593,109.895532
-137.571088,-22.737422,76.886042
-126.923447,10.348768,77.88871
-157.37691,0.365617,109.292577
-134.856774,-16.805324,75.382292
-156.318932,43.393753,78.406596
-166.642693,2.122507,108.458486
-128.865544,2.702106,83.628341
-178.522168,34.80228,60.562146
-170.266416,2.516828,108.736217
-137.435697,16.691763,68.116932
-171.854075,22.793302,48.842045
-169.505724,3.538257,108.634167
-134.820378,13.787954,73.123434
-173.695592,25.827978,49.400134
-152.016587,8.174123,97.329065
-126.162899,12.96116,66.905036
-165.455245,30.639711,49.947798
-147.437845,14.094532,115.215823
-109.077606,27.045458,93.260885
-163.716309,50.977219,77.967829
-148.912821,8.261836,122.962975
-107.069038,34.323914,109.985473
-174.205463,48.244165,107.793394
-137.816321,-7.376749,121.523157
-120.660781,45.52995,93.403774
-193.10182,3.902198,113.312376
-142.671069,-9.479396,121.164836
-130.63588,40.344519,103.213136
-194.669534,-1.413838,114.608858
-153.208497,-12.2835,120.371699
-159.822298,30.379741,106.678747
-193.131501,-1.048864,111.17624
-157.967122,-10.876216,116.095219
-154.04117,26.284662,108.263025
-194.68373,-1.290936,108.247923
-156.608132,-9.36723,117.257777
-144.206183,22.649615,113.779656
-206.554448,-3.95697,104.475666
-153.867309,-7.624934,119.207369
-157.275449,31.145334,90.686036
-202.338199,-3.858101,116.14221
-155.4425,-4.185154,119.849753
-138.857966,41.856525,116.449192
-198.152727,18.472491,100.49096
-150.851189,2.043164,118.367188
-179.234111,15.683623,98.441716
-200.126871,-10.728631,123.686031
-165.727973,-1.882444,116.851546
-131.808301,44.174726,100.010794
-200.633891,25.013368,92.161957
-161.136956,-1.928667,118.651577
-149.885151,24.277864,126.486441
-212.284938,-9.818436,86.99664
-155.588581,-6.353688,120.449968
-163.376285,36.553683,91.505121
-197.842165,3.216225,122.085099
-155.977383,-14.880753,122.788096
-128.682798,50.864518,100.204845
-191.255601,17.457332,83.751293
-152.131774,-13.811668,123.655774
-155.220041,29.430607,122.707016
-210.402598,-20.257918,97.573417
-149.675992,-14.452896,123.881896
-150.27626,38.519671,80.696503
-185.495692,8.611934,125.481675
-148.787327,-9.54591,123.301818
-132.41722,39.793985,110.680082
-200.227733,0.255272,87.080578
-151.735066,-0.995125,116.443766
-170.738268,11.394926,94.471596
-199.367357,-13.821728,125.484067
-152.411763,-0.363119,115.63517
-164.801634,22.295715,98.547809
-197.744694,-2.455218,123.751647
-153.515498,8.207807,116.897558
-158.697814,31.539806,103.710129
-202.863433,0.652964,108.568862
-176.16029,17.025251,116.339333
-176.14838,57.480357,107.308552
-209.596365,20.797071,103.480803
-177.854581,17.176924,115.125718
-182.821844,50.406972,109.221759
-217.813723,20.141107,103.944209
-171.963341,8.906767,119.465614
-175.763663,41.734022,120.89008
-205.362309,18.701555,91.716355
-173.398351,7.17882,119.543712
-177.040391,39.43569,101.25594
-190.943333,16.166815,76.940374
-171.587349,8.182655,118.599459
-181.303168,36.98884,122.351043
-187.757681,15.998253,77.916008
-171.713942,9.046164,118.591234
-177.966262,34.722302,103.868061
-187.643213,16.688628,74.058695
-170.374862,9.583001,120.146802
-178.40625,36.444286,122.11466
-183.112248,18.697843,74.520763
-172.925614,9.769208,121.768055
-173.594558,28.707943,147.946583
-173.722285,16.550192,63.158665
-171.860795,3.384876,122.374463
-171.471144,36.498026,114.309394
-173.26728,14.627051,63.767854
-168.107924,-1.053217,121.326494
-153.631997,15.153772,121.138429
-161.864729,12.776328,62.814649
-156.042269,0.517942,119.982931
-142.050812,8.568938,103.500497
-147.863346,14.356821,66.000714
-141.091324,-5.990855,114.821253
-130.982201,-5.349002,95.389494
-134.664172,11.090109,67.740502
-128.574292,-3.675062,115.877095
-124.04913,-20.837074,86.669153
-124.001385,8.494038,75.844298
-122.973199,-6.988299,117.773092
-125.283543,-25.629588,82.023319
-119.356579,4.081146,77.210883
